name,district,address,category,location_desc
新北市政府警察局海山分局偵查隊,板橋區,新北市板橋區漢生東路195號4樓,其他,分局4樓偵查隊
家福有限公司台北板橋分公司,板橋區,新北市板橋區三民路二段31號B1,大型購物場所,收銀結帳機18號機
新北市立圖書館板橋分館,板橋區,新北市板橋區文化路23號,大型休閒場所,新北市立圖書館板橋分館一樓後方中間位置
板橋第二運動場 志工室前,板橋區,新北市板橋區民權路117號,大型休閒場所,板橋第二運動場-志工室前
板橋體育館,板橋區,新北市板橋區中正路8號,大型休閒場所,板橋體育館後門入口(靠中正路8號)
新北市立板橋國民中學,板橋區,新北市板橋區中正路437號,學校、大型集會場所,警衛室
新北市立板橋國民中學,板橋區,新北市板橋區中正路437號,學校、大型集會場所,體育館
新北市板橋區國光國民小學,板橋區,新北市板橋區中正路325巷30號,學校、大型集會場所,川堂
新北市板橋區國光國民小學,板橋區,新北市板橋區中正路325巷30號,學校、大型集會場所,健康中心
新北市政府警察局刑事警察大隊板橋偵查隊,板橋區,新北市板橋區文化路一段52號,其他,二樓樓梯口
新北市立板橋幼兒園本園,板橋區,新北市板橋區中正路375巷48號,其他,公共活動區域走廊
財政部北區國稅局板橋分局,板橋區,新北市板橋區文化路一段48號,其他,一樓
國立華僑高級中等學校,板橋區,新北市板橋區大觀路一段32號,學校、大型集會場所,國立華僑高中健康中心
新北市板橋區板橋國民小學,板橋區,新北市板橋區文化路一段23號,學校、大型集會場所,健康中心前
新北市板橋區板橋國民小學,板橋區,新北市板橋區文化路一段23號,學校、大型集會場所,活動中心1樓
新北市政府警察局板橋分局板橋派出所,板橋區,新北市板橋區北門街17號,其他,派出所1樓志工服務台旁
台北新板希爾頓酒店,板橋區,新北市板橋區民權路88號,旅宿場所,1F員工通道口電梯前
誠品生活新板店,板橋區,新北市板橋區縣民大道二段66號1樓,大型購物場所,新北市板橋區縣民大道二段66號1樓
亞東科技大學,板橋區,新北市板橋區四川路二段58號,學校、大型集會場所,前門警衛室
板橋大遠百威秀影城,板橋區,新北市板橋區新站路28號10F,大型休閒場所,"10F大廳販賣部對面,消防栓旁"
新北市政府警察局,板橋區,新北市板橋區府中路32號,其他,一樓大廳
新北市政府警察局海山分局海山派出所,板橋區,新北市板橋區漢生東路195號,其他,一樓入口
裕信汽車股份有限公司 板橋分公司,板橋區,新北市板橋區文化路2段266號,其他,客戶休息區
新北市立圖書館板橋浮洲圖書閱覽室,板橋區,新北市板橋區大觀路2段163號2樓,大型休閒場所,板橋浮洲圖書閱覽室
板橋凱撒大飯店,板橋區,新北市板橋區縣民大道二段8號,旅宿場所,A棟1F大廳
板橋凱撒大飯店,板橋區,新北市板橋區縣民大道二段8號,旅宿場所,健身房
新北市政府消防局,板橋區,新北市板橋區南雅南路二段15號,其他,收發室前
新北市政府消防局,板橋區,新北市板橋區南雅南路二段15號,其他,新北市政府消防局
新北市政府稅捐稽徵處,板橋區,新北市板橋區中山路1段143號,其他,本處7樓電梯左側
新北市政府稅捐稽徵處,板橋區,新北市板橋區中山路1段143號,其他,正門直走1樓總收文處
新北市建築師公會,板橋區,新北市板橋區中山路一段293-1號E-6樓,其他,E-6樓辦公室內
香港商世界健身事業有限公司板橋府中分公司,板橋區,新北市板橋區中山路一段10號,學校、大型集會場所,1樓櫃檯走道
瓦城板橋店,板橋區,新北市板橋區文化路一段65號,其他,瓦城板橋店
新北市立圖書館板橋國光圖書閱覽室,板橋區,新北市板橋區中正路375巷48號3樓,大型休閒場所,3樓
新北市立圖書館板橋國光圖書閱覽室,板橋區,新北市板橋區中正路375巷48號3樓,大型休閒場所,右方花圃儲藏室門口旁
財團法人台灣兒童暨家庭扶助基金會附設新北市私立家扶發展學園,板橋區,新北市板橋區四川路二段245巷119號,學校、大型集會場所,園所大廳
財團法人創世社會福利基金會附設新北市私立板橋創世清寒植物人安養院,板橋區,新北市板橋區板橋區四川路2段16巷10號3樓,其他,新北市板橋區四川路2段16巷10號3樓
魔力夢工廠親子健身房,板橋區,新北市板橋區中山路一段一號23樓之一,其他,魔力夢工廠親子健身房
台灣高速鐵路(股)公司,板橋區,新北市板橋區縣民大道二段7號,交通要衝,台灣高速鐵路-板橋車站
台灣高速鐵路(股)公司,板橋區,新北市板橋區縣民大道二段7號,交通要衝,台灣高速鐵路-板橋車站
台灣高速鐵路(股)公司,板橋區,新北市板橋區縣民大道二段7號,交通要衝,台灣高速鐵路-板橋車站
板橋區清潔隊資收組,板橋區,新北市板橋區華東街1-10號,其他,板橋區清潔隊資收組
板橋客運站,板橋區,新北市板橋區新站路66-1號,交通要衝,板橋轉運站1樓無障礙斜坡旁
新北市政府環境保護局(民族大樓一樓大廳),板橋區,新北市板橋區民族路57號,其他,本局大廳
大漢溪濕地生態廊道服務中心,板橋區,新北市板橋區華江橋自行車教育園區(華江橋正下方，堤防外),其他,大漢溪濕地生態廊道服務中心內
華新花園,板橋區,新北市板橋區文化路一段141-147號,其他,花新花園
遠東百貨板橋中山分公司,板橋區,新北市板橋區中山路一段152號,大型購物場所,9樓客服中心
遠東百貨板橋中山分公司,板橋區,新北市板橋區中山路一段152號,大型購物場所,一樓服務台
新北市議會,板橋區,新北市板橋區文化路2段166號,學校、大型集會場所,新北市議會議事廳議場入口旁
新北市板橋區江翠國民小學,板橋區,新北市板橋區文化路二段413號,學校、大型集會場所,警衛室外牆
新北市立新埔國民中學,板橋區,新北市板橋區新海路181號,學校、大型集會場所,新埔國中學務處
新北市立聯合醫院附設護理之家,板橋區,新北市板橋區英士路198號5樓,其他,新北市立聯合醫院附設護理之家
新北市板橋區文德國民小學,板橋區,新北市板橋區英士路179號,學校、大型集會場所,健康中心外走廊
致理科技大學,板橋區,新北市板橋區文化路一段313號,學校、大型集會場所,誠信館1樓
新北市立大觀國民中學,板橋區,新北市板橋區僑中一街1號,學校、大型集會場所,健康中心門口右側牆上
新北市立大觀國民中學,板橋區,新北市板橋區僑中一街1號,學校、大型集會場所,校門口旁警衛室
新北市板橋區沙崙國民小學,板橋區,新北市板橋區篤行路二段132號,學校、大型集會場所,健康中心中心前門外柱子上
新北市立海山高級中學,板橋區,新北市板橋區漢生東路215號,學校、大型集會場所,國中部一樓健康中心旁
新北市板橋區海山國民小學,板橋區,新北市板橋區漢生東路280號,學校、大型集會場所,穿堂
新北市板橋戶政事務所海山辦事處,板橋區,新北市板橋區漢生東路195之1號,其他,大門旁
新北市板橋區後埔國民小學,板橋區,新北市板橋區重慶路157號,學校、大型集會場所,健康中心
新北市立忠孝國民中學,板橋區,新北市板橋區重慶路168號,學校、大型集會場所,新北市立忠孝國中
板橋秀泰影城,板橋區,新北市板橋區縣民大道 二段 3號,大型休閒場所,3樓電扶梯旁
遠百愛買南雅分公司,板橋區,新北市板橋區貴興路101號,大型購物場所,客服中心
麗寶百貨廣場,板橋區,新北市板橋區縣民大道二段3號,大型購物場所,一樓服務台
新北市政府交通事件裁決處,板橋區,新北市板橋區中山路一段181號2樓,其他,領御大樓A1二樓電梯出口右手邊
新北市政府交通事件裁決處(服務中心),板橋區,新北市板橋區中山路一段143號二樓,其他,新北市政府稅捐處二樓門口右邊
法務部調查局新北市調查處,板橋區,新北市板橋區漢生東路193巷2號,其他,新北市調查處
新北市立中山國民中學,板橋區,新北市板橋區文化路一段188巷56號,學校、大型集會場所,親職中心外
新北市板橋區衛生所,板橋區,新北市板橋區英士路192號,其他,1樓大廳1號全功能服務台旁
板橋圖書館停車場,板橋區,新北市板橋區貴興路139號B1管理室,其他,停車場B1管理室
板橋新海抽水站停車場,板橋區,新北市板橋區中正路511號,其他,板橋新海抽水站停車場
國立臺灣師範大學林口校區,林口區,新北市林口區仁愛路1段2號,學校、大型集會場所,林口校區行政大樓一樓走廊
新北市政府警察局林口分局下福派出所,林口區,新北市林口區下福里99之1號,其他,ㄧ樓大廳值勤臺後方
新北市林口區麗林國民小學,林口區,新北市林口區公園路46號,學校、大型集會場所,校內總務處旁
醒吾學校財團法人醒吾科技大學,林口區,新北市林口區粉寮路一段101號,學校、大型集會場所,本校設計學院1樓大廳
醒吾學校財團法人醒吾科技大學,林口區,新北市林口區粉寮路一段101號,學校、大型集會場所,體育館左側門邊
醒吾學校財團法人醒吾科技大學,林口區,新北市林口區粉寮路一段101號,學校、大型集會場所,本校學生宿舍1樓大廳
小熊公園,林口區,新北市林口區文化一路一段223號,其他,小熊公園洗手間外
新北市林口區東勢市民活動中心,林口區,新北市林口區東勢里麗園一街35號3樓,學校、大型集會場所,3樓東勢市民羽球場進門左側
新北市林口區麗林市民活動中心,林口區,新北市林口區麗林里公園路59號3樓,其他,3樓進門左手邊
新北市林口區嘉寶國民小學,林口區,新北市林口區嘉寶里22號,學校、大型集會場所,嘉寶國小附設幼兒園外牆上
新北市政府警察局林口分局瑞平派出所,林口區,新北市林口區瑞平里10鄰44號,其他,ㄧ樓大廳後方置物櫃旁
昕境廣場,林口區,新北市林口區文化三路一段402巷2號,大型購物場所,4F大廳等候區
新北市林口區頭湖國民小學,林口區,新北市林口區民權路101號,學校、大型集會場所,警衛室入口右側
竹城松賀社區,林口區,新北市林口區源泉街62號,其他,社區大廳
PLUS SEGA 林口三井店,林口區,新北市林口區文化三路一段356號2樓,大型購物場所,櫃內門口處
新北市林口區南勢國民小學,林口區,新北市林口區南勢五街2號,學校、大型集會場所,一樓健康中心外走道旁
新北市政府環境保護局林口區清潔隊調度場,林口區,新北市林口區東林里粉寮路2段128號,其他,隊員休息之貨櫃屋
醒吾學校財團法人醒吾科技大學,林口區,新北市林口區粉寮路一段101號,學校、大型集會場所,健身中心
桃園捷運A9林口站,林口區,新北市林口區八德路290號,交通要衝,二樓平台層(非付費區)
桃園捷運A9林口站,林口區,新北市林口區八德路290號,交通要衝,三樓穿堂層PAO對面
裕信汽車股份有限公司 林口分公司,林口區,新北市林口區文化一路一段98號,其他,客戶休息區
新北市立新北特殊教育學校,林口區,新北市林口區文化北路一段425號,學校、大型集會場所,學生宿舍一樓
新北市立新北特殊教育學校,林口區,新北市林口區文化北路一段425號,學校、大型集會場所,行政大樓1樓
新北市立林口高級中學,林口區,新北市林口區仁愛路2段173號,學校、大型集會場所,林口高中行政大樓一樓電梯口
新北市立林口高級中學,林口區,新北市林口區仁愛路2段173號,學校、大型集會場所,門口警衛室
新北市林口區林口國民小學,林口區,新北市林口區林口路76號,學校、大型集會場所,林口國小警衛室
新北市立林口國民中學,林口區,新北市林口區民治路25號,學校、大型集會場所,901教室門口
新北市私立醒吾高級中學,林口區,新北市林口區粉寮路一段75巷80號,學校、大型集會場所,健康中心前門外
醒吾學校財團法人醒吾科技大學,林口區,新北市林口區粉寮路一段101號,學校、大型集會場所,第三棟教學大樓3106教室旁
醒吾學校財團法人醒吾科技大學,林口區,新北市林口區粉寮路一段101號,學校、大型集會場所,覺先樓圖書館1樓電梯旁
醒吾學校財團法人醒吾科技大學,林口區,新北市林口區粉寮路一段101號,學校、大型集會場所,觀光餐旅學院大樓1樓(正門入口左轉)
家樂福林口店,林口區,新北市林口區文化二路一段559號B1,大型購物場所,出收銀線左邊
新北市林口國民運動中心,林口區,新北市林口區新北市林口區文化二路二段299號,學校、大型集會場所,林口國民運動中心櫃台
財團法人新北市大樹社會福利基金會新北市林口仁愛公共托老中心,林口區,新北市林口區文化一路一段137號,其他,日照中心大廳男廁前的柱子
MITSUI OUTLET PARK林口,林口區,新北市林口區文化三路ㄧ段356號,大型購物場所,救護室
MITSUI OUTLET PARK林口,林口區,新北市林口區文化三路ㄧ段356號,大型購物場所,服務台
三新二奧特萊斯股份有限公司(林口三井二館),林口區,新北市林口區文化二路一段123號,大型購物場所,Mitsui Outlet Park林口二館
新北市林口區衛生所,林口區,新北市林口區忠孝二路55號1樓,其他,衛生所1樓
環球購物中心股份有限公司林口第二分公司,林口區,新北市林口區文化三路一段2號,大型購物場所,三樓ATM旁
新北市林口區新林國民小學,林口區,新北市林口區三民路101號,學校、大型集會場所,多目的教室前
新北市政府警察局林口分局忠孝派出所,林口區,新北市林口區忠孝二路57號,其他,志工台旁
新北市林口區東勢公有零售市場,林口區,新北市林口區麗園一街35號,大型購物場所,入口大廳處
新北市立圖書館林口分館,林口區,新北市林口區忠孝二路55號4-5樓,大型休閒場所,林口圖書館4樓
新北市立崇林國民中學,林口區,新北市林口區文化一路一段20號,學校、大型集會場所,本校健康中心外走廊
新北市政府警察局林口分局文化派出所,林口區,新北市林口區麗園一街5號,其他,一樓大廳
新北市東湖國小,林口區,新北市林口區佳林路200號,學校、大型集會場所,健康中心外牆
新北市政府警察局林口分局林口派出所,林口區,新北市林口區中正路102號,其他,一樓入口
新北市康橋國際學校林口校區,林口區,新北市林口區興林路55號,學校、大型集會場所,小學部1 樓川堂
新北市康橋國際學校林口校區,林口區,新北市林口區興林路55號,學校、大型集會場所,中學部教學樓1 樓川堂
新北市康橋國際學校林口校區,林口區,新北市林口區興林路55號,學校、大型集會場所,宿舍2樓樓梯口
新北市康橋國際學校林口校區,林口區,新北市林口區興林路55號,學校、大型集會場所,體育館地下一樓游泳池
新北市康橋國際學校林口校區,林口區,新北市林口區興林路55號,學校、大型集會場所,體育館四樓籃球場
醒吾學校財團法人醒吾科技大學,林口區,新北市林口區粉寮路一段101號,學校、大型集會場所,勤和樓學務處自動化服務區
醒吾學校財團法人醒吾科技大學,林口區,新北市林口區粉寮路一段101號,學校、大型集會場所,生活大樓1樓美食廣場門口
新北市林口區公所,林口區,新北市林口區西林里仁愛路1段378號,其他,區公所1樓大廳服務台
林口第二運動公園網球場,林口區,新北市林口區文化北路一段526巷,其他,林口第二運動公園
國立臺灣師範大學林口校區,林口區,新北市林口區仁愛路1段2號,學校、大型集會場所,體育館1樓
林口MITSUI OUTLET PARK威秀影城,林口區,新北市林口區文化三路一段356號3F,大型休閒場所,3F大廳
新北市林口區公有零售市場,林口區,新北市林口區林口路15號,大型購物場所,中正路入口左側
新北市立佳林國民中學,林口區,新北市林口區中山路268號,學校、大型集會場所,佳林國中健康中心內，進門右前方牆上
新北市立佳林國民中學,林口區,新北市林口區中山路268號,學校、大型集會場所,佳林國中校園
國都汽車股份有限公司林口服務廠,林口區,新北市林口區文化一路一段35號,其他,服務廠客休室
新北市林口區麗園國民小學,林口區,新北市林口區忠孝路591號,學校、大型集會場所,大門穿堂
新北市林口區麗園國民小學,林口區,新北市林口區忠孝路591號,學校、大型集會場所,健康中心
國立臺灣師範大學林口校區,林口區,新北市林口區仁愛路1段2號,學校、大型集會場所,勤樓女一舍1樓
新北市林口區瑞平國民小學,林口區,新北市林口區後坑路34-1號,學校、大型集會場所,一樓電梯旁
救國團金山青年活動中心,金山區,新北市金山區青年路1號,旅宿場所,中心接待櫃檯旁
救國團金山青年活動中心-溫泉館,金山區,新北市金山區青年路2號,大型公眾浴場或溫泉區,池區櫃檯
新北市金山區運動休閒廣場,金山區,新北市金山區五湖里南勢53號,大型休閒場所,門口正中央
交通部觀光局北海岸及觀音山國家風景區管理處-中角灣,金山區,新北市金山區海興路180-3號,觀光旅遊地區,中角灣遊客中心入口處左側
新北市立金山高級中學,金山區,新北市金山區文化二路2號,學校、大型集會場所,教務處內
新北市政府警察局金山分局中角派出所,金山區,新北市金山區永興里濆水7之2號,其他,派出所1樓
新北市政府警察局金山分局重光派出所,金山區,新北市金山區茅埔頭8號,其他,新北市政府警察局金山分局重光派出所一樓
法鼓學校財團法人法鼓文理學院,金山區,新北市金山區法鼓路700號,學校、大型集會場所,綜合大樓1樓保健室門口
新北市政府警察局金山分局金山派出所,金山區,新北市金山區民生路65號,其他,四樓禮堂
新北市立圖書館金山分館,金山區,新北市金山區龜子山路8號,大型休閒場所,金山區五湖村龜子山8號
金包里公共浴室,金山區,新北市金山區大同里溫泉路2巷9號,大型公眾浴場或溫泉區,金包里公共浴室
新北市金山區金美國民小學,金山區,新北市金山區忠孝一路111號,學校、大型集會場所,校門口警衛室內
法鼓山世界佛教教育園區,金山區,新北市金山區法鼓路555號,其他,禪堂
法鼓山世界佛教教育園區,金山區,新北市金山區法鼓路555號,其他,第三棟大樓
法鼓山世界佛教教育園區,金山區,新北市金山區法鼓路555號,其他,2樓保健室
法鼓山世界佛教教育園區,金山區,新北市金山區法鼓路555號,其他,第一棟大樓
新北市政府環境保護局金山區清潔隊,金山區,新北市金山區磺清路135號旁,其他,員工休息室內
交通部觀光局北海岸及觀音山國家風景區管理處-金山遊客中心,金山區,新北市金山區磺港路171-2號,觀光旅遊地區,1樓大門入口右方處。
新北市政府警察局金山分局老梅派出所,金山區,新北市金山區石門區老梅里老梅路26號,其他,派出所一樓
新北市政府警察局金山分局金山派出所,金山區,新北市金山區民生路65號,其他,金山派出所一樓左側
新北市金山區衛生所,金山區,新北市金山區大同里民生路59號,其他,衛生所1樓電梯大廳
新北市金山區三和國民小學,金山區,新北市金山區重和里六股林口38號,學校、大型集會場所,健康中心旁
新北市金山區第一公有零售市場,金山區,新北市金山區中山路188號,其他,市場1樓布告欄
新北市金山區中角國民小學,金山區,新北市金山區海興路49號,學校、大型集會場所,警衛室
法鼓學校財團法人法鼓文理學院,金山區,新北市金山區法鼓路700號,學校、大型集會場所,揚生館3樓
新北市金山區金山國民小學,金山區,新北市金山區中山路234號,學校、大型集會場所,金山國小健康中心外面走廊
新北市泰山區同榮國民小學,泰山區,新北市泰山區公園路33號,學校、大型集會場所,學務處入口處外圍牆
新北市政府環境保護局泰山區清潔隊,泰山區,新北市泰山區黎明路25號,其他,泰山區清潔隊休息室
新北市政府警察局林口分局泰山分駐所,泰山區,新北市泰山區泰林路2段214號,其他,ㄧ樓大廳
新北市立泰山國民中學,泰山區,新北市泰山區泰林路2段498號,學校、大型集會場所,中央穿堂
新北市泰山區公有零售市場,泰山區,新北市泰山區全興路212號,其他,市場1樓電子看板旁
新北市泰山區衛生所,泰山區,新北市泰山區全興路212號3樓,其他,三樓大廳
桃園捷運A6泰山貴和站,泰山區,新北市泰山區新北大道六段460號,交通要衝,穿堂層公共男廁前(付費區)
桃園捷運A5泰山站,泰山區,新北市泰山區新北大道四段431號,交通要衝,穿堂層詢問處附近(付費區)
財團法人天主教主顧修女會附設新北市私立泰山奇蹟之家綜合長照機構（泰山奇蹟之家公共托老中心）,泰山區,新北市泰山區新生路4號,其他,日照無障礙廁所前
新北市立泰山高級中學,泰山區,新北市泰山區辭修路7號,學校、大型集會場所,警衛室
新北市泰山國民運動中心,泰山區,新北市泰山區全興路167號,學校、大型集會場所,3樓球場入口
新北市泰山國民運動中心,泰山區,新北市泰山區全興路167號,學校、大型集會場所,一樓大廳左邊
泰山體育園區,泰山區,新北市泰山區公園路54號,大型休閒場所,1樓大廳
新北市泰山區泰山國民小學,泰山區,新北市泰山區泰林路二段255號,學校、大型集會場所,新北市泰山區泰山國小
新北市政府社會局委託財團法人中華民國唐氏症基金會辦理新北市愛家發展中心,泰山區,新北市泰山區明志路一段205號2樓之2,其他,行政大樓門口
社團法人舊鞋救命國際基督關懷協會,泰山區,新北市泰山區新北大道六段79巷57弄8-2號,其他,一樓服務台後側
勞動部勞動力發展署北基宜花金馬分署泰山職業訓練場,泰山區,新北市泰山區貴子里致遠新村55之1號,其他,泰山職業訓練場
香港商世界健身事業有限公司泰山分公司,泰山區,新北市泰山區明志路三段83號B1,學校、大型集會場所,大廳洽談桌後方
新北市立圖書館泰山貴子分館,泰山區,新北市泰山區工專路22號3樓,大型休閒場所,泰山貴子分館3樓
新北市政府警察局林口分局明志派出所,泰山區,新北市泰山區明志路2段426號,其他,一樓大廳
新北市立圖書館泰山分館,泰山區,新北市泰山區全興路212號5樓,大型休閒場所,期刊櫃旁
內政部警政署國道公路警察局,泰山區,新北市泰山區黎明里半山雅70-2號,其他,大門口右側處
黎明技術學院,泰山區,新北市泰山區泰林路三段22號,學校、大型集會場所,健康中心.工廠及體育館
新北市泰山區義學國民小學,泰山區,新北市泰山區民生路30號,學校、大型集會場所,健康中心外走廊
世享勝業有限公司,泰山區,新北市泰山區泰林路三段301巷21號,其他,現場
泰山區義學立體停車場,泰山區,新北市泰山區明志路二段188號,其他,一樓管理中心門旁
新北市泰山區明志國民小學,泰山區,新北市泰山區新生路2號,學校、大型集會場所,健康中心
宏道豐匯住宅新建工程,泰山區,新北市泰山區新華一街1號斜對面，陽明營造工務所,其他,勞工休息區，男女廁所門口旁牆面
新北市立義學國民中學,泰山區,新北市泰山區民生路33號,學校、大型集會場所,健康中心與學務處中間走廊
明志科技大學,泰山區,新北市泰山區工專路84號,學校、大型集會場所,警衛室
新北市泰山區公所,泰山區,新北市泰山區明志路一段322號,其他,1樓服務台前
新北市政府警察局新店分局哪哮派出所,烏來區,新北市烏來區信福路11號,其他,進大門值班台右後方
雲仙樂園,烏來區,新北市烏來區瀑布路1之1號,觀光旅遊地區,服務中心救護站
雲仙樂園,烏來區,新北市烏來區瀑布路1之1號,觀光旅遊地區,雲景(二)
新北市立德拉楠民族實驗小學,烏來區,新北市烏來區福山里李茂岸56號,學校、大型集會場所,健康中心前走廊
新北市政府警察局新店分局桶壁派出所,烏來區,新北市烏來區新烏路四段23號,其他,大門進來左手邊
烏來立體停車場,烏來區,新北市烏來區烏來街47號,其他,停車場管理室
新北市政府警察局新店分局孝義派出所,烏來區,新北市烏來區孝義里阿玉路2號,其他,值班台旁
新北市政府警察局新店分局德拉楠派出所,烏來區,新北市烏來區福山里李茂岸30號,其他,值班台後方
新北市政府警察局新店分局烏來分駐所,烏來區,新北市烏來區烏來街45號,其他,進大門值勤台左後方
新北市立烏來國民中小學,烏來區,新北市烏來區啦卡路5號,學校、大型集會場所,本校警衛室
新北市烏來區衛生所,烏來區,新北市烏來區忠治里新烏路5段109號,其他,1樓後棟哺乳室前方
內洞國家森林遊樂區,烏來區,新北市烏來區新北市烏來區信賢里娃娃谷46號,觀光旅遊地區,新北市烏來區信賢里娃娃谷46號
明月溫泉會館,烏來區,新北市烏來區烏來街85巷1號,大型公眾浴場或溫泉區,大廳走道
璞石麗緻溫泉會館,烏來區,新北市烏來區忠治里新烏路五段88號,大型公眾浴場或溫泉區,櫃台後勤運作處
新北市烏來泰雅民族博物館,烏來區,新北市烏來區烏來街12號,大型休閒場所,新北市烏來泰雅民族博物館
烏來遊客中心,烏來區,新北市烏來區烏來街45-1號,觀光旅遊地區,烏來遊客中心櫃臺
新北市貢寮區澳底國民小學,貢寮區,新北市貢寮區延平街10號,學校、大型集會場所,舊大樓健健康中心外面走廊
新北市立豐珠中學,貢寮區,新北市貢寮區美豐里雞母嶺街6之6號,學校、大型集會場所,健康中心
新北市貢寮區澳底公有零售市場,貢寮區,新北市貢寮區仁愛路79號,其他,市場1樓
新北市政府警察局瑞芳分局澳底派出所,貢寮區,新北市貢寮區延平街36號,其他,進辦公室門口左側
新北市貢寮區衛生所,貢寮區,新北市貢寮區仁愛路128號,其他,門診候診區
新北市政府警察局瑞芳分局和美派出所,貢寮區,新北市貢寮區和美街30號,其他,一樓值班臺前
新北市立圖書館貢寮分館,貢寮區,新北市貢寮區仁愛路79號3樓,大型休閒場所,新北市立圖書館貢寮分館
新北市政府警察局交通大隊澳底車禍處理小組,貢寮區,新北市貢寮區仁和路18-1號,其他,小組一樓
新北市政府警察局瑞芳分局貢寮分駐所,貢寮區,新北市貢寮區朝陽街56之1號,其他,進大門值班台左側
新北市政府警察局瑞芳分局吉林派出所,貢寮區,新北市貢寮區吉林里枋腳街4號,其他,吉林派出所一樓
新北市貢寮區福連國民小 學,貢寮區,新北市貢寮區福連街1號,學校、大型集會場所,自然教室旁
交通部觀光署東北角及宜蘭海岸國家風景區管理處福隆遊客中心,貢寮區,新北市貢寮區福隆里興隆街38號,觀光旅遊地區,福隆遊客中心大廳櫃台前
新北市貢寮區福隆國民小學,貢寮區,新北市貢寮區福隆里東興街35號,學校、大型集會場所,福隆國小行政辦公室走廊
新北市政府警察局瑞芳分局卯澳派出所,貢寮區,新北市貢寮區福連街18號,其他,卯澳派出所1樓值班台後方
新北市政府警察局瑞芳分局福隆派出所,貢寮區,新北市貢寮區福隆里福隆街19號,其他,福隆派出所一樓
交通部臺灣鐵路局宜蘭運務段福隆站,貢寮區,新北市貢寮區福隆里福隆街2號,交通要衝,剪收票口旁
福容大飯店 福隆,貢寮區,新北市貢寮區福隆里福隆街41號,旅宿場所,大廳櫃台
福容大飯店 福隆,貢寮區,新北市貢寮區福隆里福隆街41號,旅宿場所,露天泳池入口
福容大飯店 福隆,貢寮區,新北市貢寮區福隆里福隆街41號,旅宿場所,三溫暖
新北市立貢寮實驗國民中學,貢寮區,新北市貢寮區龍崗里嵩陽街42號,學校、大型集會場所,學務處門口前
新北市貢寮區和美國民小學,貢寮區,新北市貢寮區和美里龍洞街一之九號,學校、大型集會場所,警衛室
新北市貢寮區貢寮國民小學,貢寮區,新北市貢寮區學苑街7號,學校、大型集會場所,校門口警衛室
新北市政府環境保護局貢寮區清潔隊,貢寮區,新北市貢寮區朝陽街1之2號,其他,貢寮區清潔隊車庫打卡機旁
新北市立淡水國民中學,淡水區,新北市淡水區真理街10號,學校、大型集會場所,幼兒園
新北市淡水區興仁國民小學,淡水區,新北市淡水區興仁路101巷10號,學校、大型集會場所,穿堂
新北市淡水地政事務所,淡水區,新北市淡水區中山北路二段375號5樓,其他,新北市淡水地政事務所5樓大廳
新北市淡水區新興國民小學,淡水區,新北市淡水區新興街123號,學校、大型集會場所,警衛室
新北市政府警察局淡水分局興仁派出所,淡水區,新北市淡水區興仁路93號,公眾服務單位設施,淡水分局興仁派出所內
新北市淡水國民運動中心,淡水區,新北市淡水區中山北路二段381巷2號,學校、大型集會場所,B1游泳池櫃台前
豐悅產後護理之家,淡水區,新北市淡水區新市一路3段101巷16弄3號5樓,其他,豐悅產後護理之家
新北市淡水區竹圍國民小學,淡水區,新北市淡水區中正東路二段145號,學校、大型集會場所,新北市淡水區竹圍國小
新北市淡水區坪頂國民小學,淡水區,新北市淡水區坪頂里坪頂路757號,學校、大型集會場所,東側門走廊
香港商世界健身事業有限公司淡水分公司,淡水區,新北市淡水區大忠街89號2樓,學校、大型集會場所,2F客服櫃台旁
新北市淡水區農會,淡水區,新北市淡水區中正路42-1號,其他,1樓大廳(進大門右測)
新北市立淡水高級商工職業學校,淡水區,新北市淡水區商工路307號,學校、大型集會場所,校門口警衛室內
新北市立淡水高級商工職業學校,淡水區,新北市淡水區商工路307號,學校、大型集會場所,圖書館健康中心外
北新醫療社團法人北新醫院,淡水區,新北市淡水區忠寮里演戲埔腳1-2號,其他,一樓大廳門診旁邊
新北市立淡水古蹟博物館-得忌利士洋行,淡水區,新北市淡水區中正路316號,大型休閒場所,得忌利士洋行驛站(遊客服務中心)
新北市淡水區中山公有零售市場,淡水區,新北市淡水區中山路77號,其他,市場1樓管理室
新北市淡水區中正美食廣場,淡水區,新北市淡水區中正路115號,其他,市場1樓大門旁
新北市立淡水古蹟博物館-淡水紅毛城,淡水區,新北市淡水區中正路28巷1號,大型休閒場所,遊客服務中心入口左側
新北市淡水區屯山國民小學,淡水區,新北市淡水區淡金路5段111號,學校、大型集會場所,幼兒園走廊
亞東科技大學淡水校區警衛室內,淡水區,新北市淡水區新北市淡水區濱海路三段25號,學校、大型集會場所,新北市淡水區濱海路三段25號
新北市政府環境保護局淡水區清潔隊,淡水區,新北市淡水區中正路2段18號對面,其他,淡水區清潔隊(停車場)
新北市政府警察局交通警察大隊淡海捷運分隊,淡水區,新北市淡水區淡海段第59地號,其他,值班臺右前方
臺北捷運竹圍站R26,淡水區,新北市淡水區民權路50號,交通要衝,捷運竹圍站1月台樓梯旁
臺北捷運紅樹林站R27,淡水區,新北市淡水區中正東路2段68號,交通要衝,捷運紅樹林站1月台大廳樓梯旁
臺北捷運淡水站R28,淡水區,新北市淡水區中正路1號,交通要衝,捷運淡水站1號出口大廳
